FECHA,CONCEPTO,PRECIO_PROMEDIO
2023-09-01,parafina,9354.44
2023-09-01,taxi,28243.823529411766
2023-10-01,alojamiento,560458.8732394367
2023-10-01,comida_fuera,19804.654300168633
2023-10-01,gas_licuado,153204.32417582418
2023-10-01,mantencion_hogar,221778.59550561797
2023-10-01,parafina,10672.426666666666
2023-10-01,taxi,28712.058823529413
2023-11-01,alojamiento,562843.0985915493
2023-11-01,comida_fuera,20862.66441821248
2023-11-01,gas_licuado,152061.82967032967
2023-11-01,mantencion_hogar,230402.75280898876
2023-11-01,parafina,10572.36
2023-11-01,taxi,27902.941176470587
2023-12-01,alojamiento,536541.2676056338
2023-12-01,comida_fuera,21332.81618887015
2023-12-01,gas_licuado,151613.28021978022
2023-12-01,mantencion_hogar,217872.52808988764
2023-12-01,parafina,9823.76
2023-12-01,taxi,27265.29411764706
2024-01-01,alojamiento,74890.91071428571
2024-01-01,comida_fuera,3880.935441370224
2024-01-01,gas_licuado,21598.1015625
2024-01-01,mantencion_hogar,29340.748148148148
2024-01-01,parafina,1088.6301369863013
2024-01-01,taxi,1041.025641025641
2024-02-01,alojamiento,68643.14285714286
2024-02-01,comida_fuera,3861.455862977602
2024-02-01,gas_licuado,22109.5703125
2024-02-01,mantencion_hogar,29123.844444444443
2024-02-01,parafina,1127.1780821917807
2024-02-01,taxi,988.4615384615385
2024-03-01,alojamiento,76848.05357142857
2024-03-01,comida_fuera,3913.0895915678525
